manufacturer,product name,precio iva incluido,stock,product url,category,product ID,aÃ±ada,formato,Tipo de Crianza,ean,meses en barrica,Proveedor,uvas,sku,Denominacion de Origen,tipo de vino,tipo de destilado,tipo de tequila,Estilo de cerveza,Tipo de cereal de la cerveza,Estilo de Ginebra,Familia de cerveza,Tipo de Whisky,Tipo de Champagne,Tipo de Gourmet,Medida,Volumen de medida,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
Coto de Gomariz,Vino Tinto AbadÃ­a de Gomariz,16.94,1,https://vinopremier.com/vino-tinto-abadia-de-gomariz.html,Variedades de uva,11598,2017,75.0,,8437007839593,12 ,Aseuniv S.L.,Brancellao,MencÃ­a,SousÃ³n,VT-ABADIA-DE-GOMARIZ,D.O. Ribeiro,Vino Tinto,,,,,,,,,,cl.,75,,,
Ãlvaro Palacios,Vino Tinto Ãlvaro Palacios Gratallops,78.71,1,https://vinopremier.com/vino-tinto-alvaro-palacios-gratallops.html,EspaÃ±a,11600,2019,75.0,,8429073021323,,Aseuniv S.L.,CariÃ±ena,VT-GRATALLOPS,, Tinto,,,,,,,,,,cl.,75,,,,,
Bodega Pazo de Barrantes,Vino Blanco Gran Vino de Guarda La Comtesse,146.41,1,https://vinopremier.com/vino-blanco-pazo-de-barrantes-la-comtesse.html,D.O. Rias Baixas,11607,2018,75.0,Sobre lÃ­as,8424432181045,,Aseuniv S.L.,AlbariÃ±o,VB-PAZO-DE-BARRANTES-LA-COMTESSE, Rias Baixas, Blanco,,,,,,,,,,cl.,75,,,,,
Gramona,Vino Dulce Gramona Frisant De GelÂ ,20.57,1,https://vinopremier.com/vino-dulce-gramona-frisant-de-gel.html,Vino Dulce / Generoso,11613,2020,75.0,,8424918989066,,Aseuniv S.L.,GewÃ¼rztraminer,VE-DULCE-GRAMONA-FRISANT-DE-GEL,, Dulce,,,,,,,,,,cl.,75,,,,,
Contreras Ruiz,Vino Espumoso LumÃ© Brut,13.37,1,https://vinopremier.com/vino-espumoso-lume-brut.html,Variedades de uva,11620,,75.0,Joven,8428267000014,,Bodegas Contreras Ruiz S.L.,Zalema,VE-LUME-BRUT,,Espumoso,,,,,,,,,,cl.,75,,,,,
Contreras Ruiz,"Vino Blanco ViÃ±a Barredero 37,5cl",5.14,1,https://vinopremier.com/vino-blanco-vi-a-barredero-375cl.html,D.O. Condado de Huelva,11623,2023,37.5,, -8428267000182,,Bodegas Contreras Ruiz S.L.,Zalema,VB-VINA-BARREDERO-375, Condado de Huelva, Blanco,,,,,,,,,,cl.,37.5,,,,,
Contreras Ruiz,Vino Blanco Flor de Ã‰dalo Semidulce,7.44,1,https://vinopremier.com/vino-blanco-flor-de-edalo.html,Variedades de uva,11625,Sin AÃ±ada,75.0,Joven,8428267000144,Sin paso por barrica,Bodegas Contreras Ruiz S.L.,Zalema,VB-FLOR-DE-EDALO, Condado de Huelva, Blanco,,,,,,,,,,cl.,75,,,,,
Contreras Ruiz,Vino Dulce Kala Vendimia TardÃ­a,30.37,1,https://vinopremier.com/vino-dulce-kala-vendimia-tardia.html,Variedades de uva,11626,,350.0,,8428267000465,,Bodegas Contreras Ruiz S.L.,Zalema,VD-KALA-VENDIMIA-TARDIA,, Dulce,,,,,,,,,,ml.,350,,,,,
Contreras Ruiz,Vino Oloroso 1918 Antonio Contreras Labrador,30.37,1,https://vinopremier.com/vino-oloroso-1918-antonio-contreras-labrador.html,D.O. Condado de Huelva,11627,Sin AÃ±ada,75.0,,8428267000267,,Bodegas Contreras Ruiz S.L.,Zalema,VO-1918-ANTONIO-CONTRERAS-LABRADOR, Condado de Huelva, Generoso,,,,,,,,,,cl.,75,,,,,
,Vino Tinto ExpresiÃ³n Heras CordÃ³n,44.65,1,https://vinopremier.com/vino-tinto-expresion-heras-cordon.html,Variedades de uva,11632,2015,75.0,Reserva,8437003205682,22 ,BODEGAS Y VIÃ‘EDOS HERAS CORDON S.L.,Tempranillo,VT-EXPRESION-HERAS-CORDON,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Bodega Estancia Piedra,Vino Tinto Topo 10 meses,13.31,1,https://vinopremier.com/vino-tinto-topo-10-meses.html,D.O. Toro,11635,2018,75.0,,8437002148492,10 , ESTANCIA PIEDRA SL.,Tinta de Toro,VT-TOPO-10-MESES, Toro, Tinto,,,,,,,,,,cl.,75,,,,,
Hacienda LÃ³pez de Haro,Vino Tinto Hacienda Lopez de Haro Crianza 375ml,8.59,1,https://vinopremier.com/vino-tinto-hacienda-lopez-de-haro-crianza-375ml.html,Tempranillo,11657,2018,37.5,Crianza,8437007162851,18 ,"Atocha Vallecas, S.L.",Garnacha,Graciano,Tempranillo,hacienda_lopez_de_haro_crianza-375ml,D.O.C. Rioja,Vino Tinto,,,,,,,,,,cl.,37.5,,,
Bodega Matsu,Vino Tinto Matsu El Recio Magnum,32.91,1,https://vinopremier.com/vino-tinto-matsu-el-recio-magnum.html,D.O. Toro,11660,2021,1.5,Crianza,8437008695792,14 ,"Atocha Vallecas, S.L.",Tinta de Toro,VTMatsuElRecio-magnum, Toro, Tinto,,,,,,,,,,L.,1.5,,,,,
MarquÃ©s de Riscal,Vino Tinto MarquÃ©s de Riscal Gran Reserva MÃ¡gnum,131.77,1,https://vinopremier.com/vino-tinto-marques-de-riscal-gran-reserva-magnum.html,EspaÃ±a,11684,2016,1.5,Gran Reserva,8410869451141,32 ,D.E.R. NAVARRO S.A.,Tempranillo,VT-MARQUES-DE-RISCAL-GRAN-RESERVA-MAGNUM,C. Rioja, Tinto,,,,,,,,,,L.,1.5,,,,,
Botas de Barro,Vino TintoÂ  Botas de Barro Prieto Picudo,9.08,1,https://vinopremier.com/vino-tinto-botas-de-barro-prieto-picudo.html,Prieto Picudo,11700,2019,75.0,,751973547004,,Spanish Palate S.L,Prieto Picudo,Tinta de Toro,VT-BOTAS-DE-BARRO-PRIETO-PICUDO,D.O.  LeÃ³n,Vino Tinto,,,,,,,,,,cl.,75,,,,
Bodegas Palacios Remondo,Vino Tinto La Montesa MÃ¡gnum,39.93,1,https://vinopremier.com/vino-tinto-la-montesa-magnum.html,EspaÃ±a,11703,2017,1.5,Crianza,8411580555873,12 ,D.E.R. NAVARRO S.A.,Garnacha,VT-LA-MONTESA-MAGNUM,C. Rioja, Tinto,,,,,,,,,,L.,1.5,,,,,
Bodegas y ViÃ±edos Ilurce,Vino Tinto Ilurce Joven Tempranillo,7.74,1,https://vinopremier.com/vino-tinto-ilurce-joven-tempranillo.html,Tempranillo,11710,2022,75.0,,8437009257029,,"BODEGAS Y VIÃ‘EDOS ILURCE, S.A.T.",Tempranillo,VT-ILURCE-JOVEN,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Bodegas y ViÃ±edos Ilurce,Vino Tinto Ilurce Crianza,10.41,1,https://vinopremier.com/vino-tinto-ilurce-crianza.html,Graciano,11711,2020,75.0,Crianza,8437009257036,12 ,"BODEGAS Y VIÃ‘EDOS ILURCE, S.A.T.",Graciano,VT-ILURCE-CRIANZA,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Bodegas y ViÃ±edos Ilurce,Vino Tinto Ãngel Garnacha,11.5,1,https://vinopremier.com/vino-tinto-angel-garnacha.html,Garnacha,11712,2020,75.0,,8437009257135,,"BODEGAS Y VIÃ‘EDOS ILURCE, S.A.T.",Garnacha,VT-ANGEL,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Mirlo,17.55,1,https://vinopremier.com/vino-blanco-mirlo.html,EspaÃ±a,11717,2019,75.0,Fermentado en Barrica,8437001025275,5 ,D.E.R. NAVARRO S.A.,Verdejo,VB-MIRLO, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
Herrero Bodega,Vino Blanco pour Janine Vedel Ecologico,10.29,1,https://vinopremier.com/vino-blanco-pour-janine-vedel-ecologico.html,Vinos EcolÃ³gicos y Veganos,11719,2019,75.0,Joven,8437012535121,Sin paso por barrica,D.E.R. NAVARRO S.A.,Sauvignon Blanc,VB-POUR-JANINE-VEDEL-ECOLOGICO, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
,Vino Tinto La Zorra Original,15.61,1,https://vinopremier.com/vino-tinto-la-zorra-original.html,EspaÃ±a,11723,2020,75.0,,8437002501310,11 ,"Atocha Vallecas, S.L.",Tempranillo,VT-LA-ZORRA-ORIGINAL,, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Tinto La Zorra Raro,14.64,1,https://vinopremier.com/vino-tinto-la-zorra-original-1.html,EspaÃ±a,11724,2019,75.0,,8437002501440,,"Atocha Vallecas, S.L.",Rufete,VT-LA-ZORRA-RARO,, Tinto,,,,,,,,,,cl.,75,,,,,
Lar de MaÃ­a,Vino Tinto Lar de MaÃ­a 7Âº Autor,38.6,1,https://vinopremier.com/vino-tinto-lar-de-maia-7-autor.html,V.T. Castilla y LeÃ³n,11735,2017,75.0,,8437016087114,16 ,La Lonja Pinciana S.L.,Tempranillo,VT-LAR-DE-MAIA-7-AUTOR,V.T. Castilla y LeÃ³n, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Olcaviana Verdejo,5.81,1,https://vinopremier.com/vino-blanco-olcaviana-verdejo.html,Verdejo,11736,2021,75.0,,8436017632071,,"Atocha Vallecas, S.L.",Verdejo,VB-OLCAVIANA-VERDEJO,IGP Vino de la Tierra de Castilla, Blanco,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Olcaviana Chardonnay,5.81,1,https://vinopremier.com/vino-blanco-olcaviana-chardonnay.html,Chardonnay,11737,2020,75.0,,8436017632170,,"Atocha Vallecas, S.L.",Chardonnay,VB-OLCAVIANA-CHARDONNAY,IGP Vino de la Tierra de Castilla, Blanco,,,,,,,,,,cl.,75,,,,,
,Vino Tinto EcolÃ³gico FuentesecaÂ ,5.93,1,https://vinopremier.com/vino-tinto-ecologico-fuenteseca.html,Vino Tinto,11741,2018,75.0,,8436017631593,,"Atocha Vallecas, S.L.",Bobal,VT-ECOLOGICO-FUENTESECA, Utiel Requena, Tinto,,,,,,,,,,cl.,75,,,,,
Valdemonjas,Vino Tinto Valdemonjas Entre PalabrasÂ ,25.41,1,https://vinopremier.com/vino-tinto-valdemonjas-entre-palabras.html,EspaÃ±a,11742,2019,75.0,Crianza,No disponible,13 ,"Atocha Vallecas, S.L.",Tempranillo,VT-VALDEMONJAS-ENTRE-PALABRAS, Ribera del Duero, Tinto,,,,,,,,,,cl.,75,,,,,
Valdemonjas,Vino Tinto Valdemonjas El Primer Beso,14.22,1,https://vinopremier.com/vino-tinto-valdemonjas-entre-palabras-1.html,Variedades de uva,11743,2022,75.0,,8437020761017,,"Atocha Vallecas, S.L.",Tempranillo,VT-VALDEMONJAS-EL-PRIMER-BESO, Ribera del Duero, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Tinto Senda de los Olivos Vendimia Seleccionada,16.34,1,https://vinopremier.com/vino-tinto-senda-de-los-olivos-vendimia-seleccionada.html,Variedades de uva,11747,2018,75.0,Roble,8436037430015,12 ,"Atocha Vallecas, S.L.",Tempranillo,VT-SENDA-DE-LOS-OLIVOS-VENDIMIA-SELECCIONADA, Ribera del Duero, Tinto,,,,,,,,,,cl.,75,,,,,
Aurelio Feo Viticultor,Vino Tinto MÃ©tafora,17.24,1,https://vinopremier.com/vino-tinto-metafora.html,D.O. Bierzo,11783,2019,75.0,,8414606910359,5 ,MarÃ­a Manuela Esquinas Escudero,MencÃ­a,VT-Metafora, Bierzo, Tinto,,,,,,,,,,cl.,75,,,,,
,"Vino Tinto Resalte Origen Magnum 1,5L.",39.2,1,https://vinopremier.com/vino-tinto-resalte-origen-magnum.html,Tempranillo,11790,2018,1.5,Crianza,8436029205225,14 ,Bodegas Resalte S.A.,Tempranillo,VT-Resalte-Origen-magum, Ribera del Duero, Tinto,,,,,,,,,,L.,1.5,,,,,
Adega Mayor,Vino Espumoso Adega MayorÂ ,19.24,1,https://vinopremier.com/vino-espumoso-adega-mayor.html,Portugal,11795,2019,75.0,Joven,5607623008304,,"NOVADELTA COMERCIO DE CAFÃ‰S ESPAÃ‘A, S.A.U.",Arinto,VE-ADEGA-MAYOR,Alentejo - Portugal,Espumoso,,,,,,,,,,cl.,75,,,,,
Bodega Sierra Norte,Vino Tinto 1564 Petit Verdot,10.95,1,https://vinopremier.com/vino-tinto-1564-petit-verdot.html,Variedades de uva,11799,2019,75.0,,8436017632910,12 ,"Atocha Vallecas, S.L.",Petit Verdot,VT-1564-PETIT-VERDOT,IGP Vino de la Tierra de Castilla, Tinto,,,,,,,,,,cl.,75,,,,,
Bodega Sierra Norte,Vino Blanco 1564 Viogner,8.95,1,https://vinopremier.com/vino-blanco-1564-viogner.html,Vinos EcolÃ³gicos y Veganos,11801,2021,75.0,,8436017632934,,"Atocha Vallecas, S.L.",Viognier,VB-1564-Viogner,IGP Vino de la Tierra de Castilla, Blanco,,,,,,,,,,cl.,75,,,,,
Bodega Sierra Norte,Vino Tinto 1564 Natural Red,11.68,1,https://vinopremier.com/vino-tinto-1564-natural-red.html,Syrah,11802,2019,75.0,,8436017633085,,"Atocha Vallecas, S.L.",Syrah,VT-1564-NATURAL-RED,IGP Vino de la Tierra de Castilla, Tinto,,,,,,,,,,cl.,75,,,,,
Hacienda LÃ³pez de Haro,Vino Blanco Hacienda LÃ³pez de Haro BarricaÂ ,7.62,1,https://vinopremier.com/vino-blanco-hacienda-lopez-de-haro-barrica.html,Viura,11804,2020,75.0,Fermentado en Barrica,8437007162318,3 ,"Atocha Vallecas, S.L.",Viura,VB-Hacienda-Lopez-de-Haro-Barrica,C. Rioja, Blanco,,,,,,,,,,cl.,75,,,,,
Bodega Vintae Vinos,Vino Blanco Libalis White,9.5,1,https://vinopremier.com/vino-blanco-libalis-white.html,Viura,11805,2020,75.0,,8437003857171,,"Atocha Vallecas, S.L.",MalvasÃ­a,Moscatel de Grano Menudo,Viura,VB-LIBALIS-WHITE,V.T. Valles de Sadacia y Villavi,Vino Blanco,,,,,,,,,,cl.,75,,,
Bodega Vintae Vinos,Vino Tinto 3 Al Cuadrado,9.5,1,https://vinopremier.com/vino-tinto-3-al-cuadrado.html,Tinta de Toro,11817,2017,75.0,Crianza,8437008635156,14 ,"Atocha Vallecas, S.L.",Garnacha,Merlot,Tempranillo,VT-3-al-cuadrado,D.O. Somontano,Vino Tinto,,,,,,,,,,cl.,75,,,
Hacienda LÃ³pez de Haro,Vino Blanco Classica Hacienda LÃ³pez de Haro Gran Reserva,51.43,1,https://vinopremier.com/vino-blanco-classica-hacienda-lopez-de-haro-gran-reserva-blanco-2012.html,Viura,11831,2013,75.0,Gran Reserva,8437018807727,72 ,"Atocha Vallecas, S.L.",Garnacha Blanca,MalvasÃ­a,Viura,VT-CLASSICA-HACIENDA-LOPEZ-DE-HARO-GRAN-RESERVA-BLANCO-2012,D.O.C. Rioja,Vino Blanco,,,,,,,,,,cl.,75,,,
Bodega Vintae Vinos,Vino Tinto Aroa GorenaÂ ,17.91,1,https://vinopremier.com/vino-tinto-aroa-gorena.html,Vinos EcolÃ³gicos y Veganos,11834,2014,75.0,,8435065600063,18 ,"Atocha Vallecas, S.L.",Cabernet Sauvignon,Merlot,VT-AROA-GORENA,D.O. Navarra,Vino Tinto,,,,,,,,,,cl.,75,,,,
Bodega Vintae Vinos,Vino Tinto Aroa JaunaÂ ,8.41,1,https://vinopremier.com/vino-tinto-aroa-jauna.html,Garnacha,11835,2016,75.0,Otros,8435065600056,24 ,"Atocha Vallecas, S.L.",Cabernet Sauvignon,Garnacha,Merlot,Tempranillo,VT-AROA-JAUNA,D.O. Navarra,Vino Tinto,,,,,,,,,,cl.,75,,
Bodega Vintae Vinos,Vino Rosado Aroa Larrosa,9.62,1,https://vinopremier.com/vino-rosado-aroa-larrosa.html,Garnacha,11841,2021,75.0,,8435065600094,,"Atocha Vallecas, S.L.",Garnacha,VR-AROA-LARROSA, Navarra, Rosado,,,,,,,,,,cl.,75,,,,,
Bodega Vintae Vinos,Vino Blanco Aroa Laia,10.16,1,https://vinopremier.com/vino-blanco-aroa-laia.html,Vinos EcolÃ³gicos y Veganos,11842,2021,75.0,,8435065600100,,"Atocha Vallecas, S.L.",Garnacha Blanca,VB-AROA-LAIA, Navarra, Blanco,,,,,,,,,,cl.,75,,,,,
Paco GarcÃ­a,Vino Tinto Paco GarcÃ­a Seis,9.08,1,https://vinopremier.com/vino-tinto-paco-garcia-seis.html,Tempranillo,11847,2018,75.0,,84370051760101,6 ,"Atocha Vallecas, S.L.",Tempranillo,PACGARSEI,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Bodega Vintae Vinos,Vino Tinto La Val SousÃ³n,21.96,1,https://vinopremier.com/vino-tinto-la-val-souson.html,D.O. Rias Baixas,11863,2019,75.0,Otros,8423253511000,6 ,"Atocha Vallecas, S.L.",SausÃ³n,VT-LA-VAL-SOUSON, Rias Baixas, Tinto,,,,,,,,,,cl.,75,,,,,
Bodega Vintae Vinos,Vino Blanco La Val Fermentado en Barrica,139.63,1,https://vinopremier.com/vino-blanco-la-val-fermentado-en-barrica.html,D.O. Rias Baixas,11865,2016,75.0,Fermentado en Barrica,8423253302202,6 ,"Atocha Vallecas, S.L.",AlbariÃ±o,VB-LA-VAL-FERMENTADO-EN-BARRICA, Rias Baixas, Blanco,,,,,,,,,,cl.,75,,,,,
Grandes Pagos Gallegos,Vino Blanco Quinta de Couselo SelecciÃ³n 2015,29.28,1,https://vinopremier.com/vino-blanco-quinta-de-couselo-seleccion-2015.html,D.O. Rias Baixas,11879,2015,75.0,Otros,8437003892035,,"Atocha Vallecas, S.L.",Loureiro,VB-QUINTA-DE-COUSELO-ROSAL-SELECCION-2015, Rias Baixas, Blanco,,,,,,,,,,cl.,75,,,,,
Grandes Pagos Gallegos,Vino Blanco Finca ViÃ±oa,14.94,1,https://vinopremier.com/vino-blanco-finca-vi-oa.html,D.O. Ribeiro,11880,2017,75.0,Otros,,,"Atocha Vallecas, S.L.",Loureiro,VB-FINCA-VINOA-EMBOTELLADO-TAR, Ribeiro, Blanco,,,,,,,,,,cl.,75,,,,,
Javier San Pedro Ortega,Vino Tinto Viuda Negra Crianza MagnumÂ ,21.48,1,https://vinopremier.com/vino-tinto-viuda-negra-crianza-magnum.html,Tempranillo,11898,2020,1.5,Crianza,8437015189079,14 ,"Atocha Vallecas, S.L.",Tempranillo,VT-VIUDA-NEGRA-CRIANZA-MAGNUM,C. Rioja, Tinto,,,,,,,,,,L.,1.5,,,,,
Bodega Vintae Vinos,Vino Tinto Bardos ViÃ±edos de Altura,14.28,1,https://vinopremier.com/vino-tinto-bardos-romantica-crianza.html,Vino Tinto,11908,2021,75.0,,8437022637242,6 ,"Atocha Vallecas, S.L.",Tempranillo,VT-BARDOS-ROMANTICA, Ribera del Duero, Tinto,,,,,,,,,,cl.,75,,,,,
Bodega Vintae Vinos,Vino Tinto Bardos Reserva,21.05,1,https://vinopremier.com/vino-tinto-bardos-reserva.html,Vino Tinto,11910,2018,75.0,Reserva,8437008695044,16 ,"Atocha Vallecas, S.L.",Cabernet Sauvignon,Tempranillo,VT-BARDOS-RESERVA,D.O. Ribera del Duero,Vino Tinto,,,,,,,,,,cl.,75,,,,
,Vino Espumoso Follador CuvÃ©e RosÃ© BrutÂ ,17.55,1,https://vinopremier.com/vino-espumoso-follador-cuvee-rose-brut.html,Glera,11913,,75.0,Joven,8033237681300,,"Atocha Vallecas, S.L.",Glera,VE-FOLLADOR-CUVEE-ROSE-BRUT,C Venetto,Espumoso,,,,,,,,,,cl.,75,,,,,
Bodega Vintae Vinos,Vino Tinto Bardos Clea Crianza,15.49,1,https://vinopremier.com/vino-tinto-clea-crianza.html,Tempranillo,11923,2020,75.0,Crianza,8437008695433,14 ,"Atocha Vallecas, S.L.",Tempranillo,VT-CLEA, Ribera del Duero, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Tinto Cueva del ChamÃ¡n MC,6.96,1,https://vinopremier.com/vino-tinto-cueva-del-chaman-mc.html,Vinos EcolÃ³gicos y Veganos,11930,2022,75.0,,8437006205368,,"Atocha Vallecas, S.L.",Garnacha Tintorera,VT-CUEVA-DEL-CHAMAN-MC, Almansa, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Tinto Cueva del ChamÃ¡n Roble,7.8,1,https://vinopremier.com/vino-tinto-cueva-del-chaman-roble.html,Vinos EcolÃ³gicos y Veganos,11931,2021,75.0,Crianza,8437006205375,4 ,"Atocha Vallecas, S.L.",Garnacha Tintorera,VT-CUEVA-DEL-CHAMAN-ROBLE, Almansa, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Santa Cruz de Alpera Azul,5.51,1,https://vinopremier.com/vino-blanco-santa-cruz-de-alpera-azul.html,Verdejo,11939,Sin AÃ±ada,75.0,,8437006205535,,"Atocha Vallecas, S.L.",Verdejo,VB-SANTA-CRUZ-DE-ALPERA-AZUL, Almansa, Blanco,,,,,,,,,,cl.,75,,,,,
,Vino Tinto Rupestre,15.37,1,https://vinopremier.com/vino-tinto-rupestre.html,Vinos EcolÃ³gicos y Veganos,11945,2018,75.0,,8437006205122,14 ,"Atocha Vallecas, S.L.",Garnacha Tintorera,VT-RUPESTRE, Almansa, Tinto,,,,,,,,,,cl.,75,,,,,
El Bandarra,El Bandarra Vermut RosÃ© 1L,12.58,1,https://vinopremier.com/el-bandarra-vermut-rose-1.html,Garnacha,11947,,1.0,,8421915102153,2 ,"Atocha Vallecas, S.L.",Garnacha,VERMUT-ROSE-EL-BANDARRA-1l,,Vermut,,,,,,,,,,L.,1,,,,,
,Vino Tinto La TransiciÃ³n,6.59,1,https://vinopremier.com/vino-tinto-la-transicion.html,Garnacha,11951,2019,75.0,,8437017082217,10 ,"Atocha Vallecas, S.L.",Garnacha,VT-LA-TRANSICION,DOP Cebreros-Sierra de Gredos, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino de Oporto Quinta das Carvalhas Reserva Ruby PortÂ ,16.94,1,https://vinopremier.com/quinta-das-carvalhas-reserva-ruby-port.html,Portugal,11977,,75.0,,5601109111489,,D.E.R. NAVARRO S.A.,Touriga Nacional,QUINTA-DAS-CARVALHAS-RESERVA-RUBY-PORT,, Generoso,,,,,,,,,,cl.,75,,,,,
,Vino de Oporto Quinta das Carvalhas Reserva TawnyÂ ,20.09,1,https://vinopremier.com/quinta-das-carvalhas-reserva-tawny.html,Portugal,11980,,75.0,,5601109111779,,D.E.R. NAVARRO S.A.,Touriga Nacional,QUINTA-DAS-CARVALHAS-RESERVA-TAWNY,, Generoso,,,,,,,,,,cl.,75,,,,,
,Manzanilla Gabriela Oro en Rama,27.1,1,https://vinopremier.com/manzanilla-gabriela-oro-en-rama.html,D.O. Jerez-Xeres-Sherry y Manzanilla,11984,Sin AÃ±ada,75.0,Criaderas y Soleras,8437016288030,,D.E.R. NAVARRO S.A.,Palomino Fino,MANZANILLA-GABRIELA-ORO-ENRAMA, Jerez-Xeres-Sherry y Manzan, Generoso,,,,,,,,,,cl.,75,,,,,
,Vino Espumoso Textures De Pedra Raventos i Blanc,41.2,1,https://vinopremier.com/vino-espumoso-textures-de-pedra.html,Vinos EcolÃ³gicos y Veganos,11996,2018,75.0,Joven,8421478705105,,D.E.R. NAVARRO S.A.,Xarel-lo,VE-TEXTURES-DE-PEDRA, Penedes,Espumoso,,,,,,,,,,cl.,75,,,,,
,Vino Espumoso De Nit 75cl.,24.26,1,https://vinopremier.com/vino-espumoso-de-nit.html,Parellada,12001,Sin AÃ±ada,75.0,Joven,8421478770158,,D.E.R. NAVARRO S.A.,Macabeo,Monastrell,Parellada,Xarel-lo,VE-DE-NIT-ROSADO,D.O. Penedes,Espumoso,,,,,,,,,,cl.,75,,
,Vino Espumoso De Nit 37.5 cl,16.03,1,https://vinopremier.com/vino-espumoso-de-nit-37-5-cl.html,Vinos EcolÃ³gicos y Veganos,12003,Sin AÃ±ada,37.5,Joven,8421478704351,,D.E.R. NAVARRO S.A.,Macabeo,Monastrell,Parellada,Xarel-lo,VE-DE-NIT-ROSADO-37.5CL,D.O. Penedes,Espumoso,,,,,,,,,,cl.,37.5,,
,Vino Tinto Garnacha G2,19.48,1,https://vinopremier.com/vino-tinto-garnacha-g2.html,Vinos EcolÃ³gicos y Veganos,12010,2019,75.0,Crianza,8437009793091,12 ,D.E.R. NAVARRO S.A.,Garnacha,VT-GARNACHA-G2, Vinos de Madrid, Tinto,,,,,,,,,,cl.,75,,,,,
Bodega Valdesil,Vinto Tinto Valderroa MencÃ­a,10.53,1,https://vinopremier.com/vinto-tinto-valderroa-2017.html,D.O. Valdeorras,12016,2019,75.0,Joven,8423085002004,9 ,D.E.R. NAVARRO S.A.,MencÃ­a,VT-VALDEORRA, Valdeorras, Tinto,,,,,,,,,,cl.,75,,,,,
Domaines Barons de Rothschild (LAFITTE),Vino Tinto Aruma Malbec,17.73,1,https://vinopremier.com/vino-tinto-aruma-malbec.html,Argentina,12033,2020,75.0,,7798121461031,,ENTRECANALES DOMECQ E HIJOS S.A.,Malbec,VT-ARUMA-MALBEC,Mendoza - Argentina, Tinto,,,,,,,,,,cl.,75,,,,,
Emperador Distillers,Vino Generoso Harveys Amontillado VORS,87.79,1,https://vinopremier.com/vino-generoso-harveys-amontillado-vors.html,D.O. Jerez-Xeres-Sherry y Manzanilla,12042,,50.0,Criaderas y Soleras,8410162270005,,IMPORTACIONES Y EXPORTACIONES VARMA SA,Palomino Fino,VINO-HARVEYS-AMONTILLADO-VORS, Jerez-XÃ©rÃ¨s-Sherry, Generoso,,,,,,,,,,cl.,50,,,,,
Emperador Distillers,Vino Generoso Harveys Bristol Cream,10.83,1,https://vinopremier.com/vino-generoso-harveys-bristol-cream.html,D.O. Jerez-Xeres-Sherry y Manzanilla,12046,Sin AÃ±ada,75.0,Criaderas y Soleras,5010277010164,,Carbonicas Alvarez S.L.,Pedro XimÃ©nez,VG-HARVEYS-BRISTOL-CREAM, Jerez-XÃ©rÃ¨s-Sherry, Generoso,,,,,,,,,,cl.,75,,,,,
Encomienda de Cervera,Vino Tinto 1758 SelecciÃ³n Petit Verdot 10 AÃ±os,56.63,1,https://vinopremier.com/vino-tinto-1758-seleccion-petit-verdot-10-a-os.html,IGP Campo de Calatrava,12056,2009,75.0,Gran Reserva,8436531121136,,Encomienda de Cervera S.L,,1758SELEC,IGP Campo de Calatrava, Tinto,,,,,,,,,,cl.,75,,,,,
Grupo Bodegas Olarra,Vino Tinto AÃ±ares CrianzaÂ ,8.23,1,https://vinopremier.com/vino-tinto-a-ares-crianza.html,Mazuelo,12061,2020,75.0,Crianza,8411423011306,12 ,IMPORTACIONES Y EXPORTACIONES VARMA SA,Mazuelo,VT-ANARES-CRIANZA,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Grupo Bodegas Olarra,Vino Tinto AÃ±ares Reserva,13.01,1,https://vinopremier.com/vino-tinto-a-ares-reserva.html,Mazuelo,12065,2018,75.0,Reserva,8411423011115,18 ,IMPORTACIONES Y EXPORTACIONES VARMA SA,Mazuelo,VT-ANARES-RESERVA,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Grupo Bodegas Olarra,Vino Tinto Cerro AÃ±on Reserva,10.1,1,https://vinopremier.com/vino-tinto-cerro-a-on-reserva.html,Mazuelo,12067,2018,75.0,Reserva,8411423031113,20 ,IMPORTACIONES Y EXPORTACIONES VARMA SA,Mazuelo,VT-CERRO-ANON-RESERVA,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
